Furniture_Type,Material,Condition,Age_Years,Original_Price_INR,Brand,Location_Type,Selling_Price_INR
Cabinet,Wood,Average,1,76925,Local,Rural,29624
Wardrobe,Fabric,Poor,7,80253,Urban Ladder,Rural,62836
Wardrobe,Wood,Excellent,7,36512,Nilkamal,Urban,46449
Cabinet,Glass,Excellent,9,24930,IKEA,Semi-Urban,42737
Table,Wood,Average,7,52604,Urban Ladder,Semi-Urban,25145
Chair,Fabric,Poor,9,6262,Godrej,Semi-Urban,57125
Chair,Wood,Average,14,14213,Urban Ladder,Semi-Urban,48288
Bed,Metal,Good,2,27129,Urban Ladder,Semi-Urban,2973
Sofa,Wood,Excellent,9,69034,Urban Ladder,Urban,34745
Desk,Wood,Average,7,63606,Godrej,Urban,15387
Chair,Fabric,Good,10,19524,IKEA,Urban,42088
Cabinet,Glass,Excellent,14,21098,Nilkamal,Rural,25794
Desk,Glass,Excellent,11,79548,Local,Semi-Urban,22010
Wardrobe,Fabric,Excellent,11,62811,IKEA,Semi-Urban,11092
Desk,Fabric,Poor,13,52827,Nilkamal,Rural,35329
Sofa,Fabric,Average,3,39273,Godrej,Semi-Urban,6271
Cabinet,Metal,Excellent,2,65903,Nilkamal,Semi-Urban,34623
Sofa,Plastic,Excellent,10,72138,Godrej,Semi-Urban,4508
Desk,Wood,Good,8,26059,Nilkamal,Semi-Urban,42208
Table,Fabric,Average,7,44877,IKEA,Semi-Urban,59887
Chair,Fabric,Good,9,45782,Godrej,Urban,64776
Cabinet,Fabric,Average,12,25888,Urban Ladder,Semi-Urban,44677
Table,Glass,Excellent,12,31398,Godrej,Urban,67048
Desk,Fabric,Poor,1,13795,Godrej,Urban,52609
Chair,Wood,Good,12,89723,Nilkamal,Urban,48268
Bed,Fabric,Poor,12,86650,Godrej,Urban,31863
Table,Wood,Poor,14,80156,Nilkamal,Rural,47188
Table,Metal,Poor,12,74512,IKEA,Urban,56993
Desk,Plastic,Average,13,32232,Godrej,Rural,4740
Wardrobe,Glass,Average,7,16284,Urban Ladder,Rural,3704
Desk,Wood,Poor,10,65630,Urban Ladder,Urban,2847
Table,Metal,Excellent,10,37574,IKEA,Semi-Urban,24297
Chair,Plastic,Excellent,2,64702,Urban Ladder,Semi-Urban,26137
Wardrobe,Plastic,Poor,9,68139,Nilkamal,Urban,67533
Desk,Plastic,Good,11,66683,Godrej,Urban,42092
Cabinet,Wood,Good,13,77081,Local,Rural,59581
Desk,Metal,Average,5,36708,Godrej,Rural,7760
Table,Fabric,Good,4,10787,Godrej,Semi-Urban,67950
Table,Metal,Excellent,7,72481,Local,Rural,15224
Bed,Metal,Poor,8,31718,Urban Ladder,Rural,33201
Desk,Metal,Good,10,57000,Urban Ladder,Urban,61609
Table,Wood,Poor,6,11421,Godrej,Rural,6463
Cabinet,Wood,Good,5,80210,Urban Ladder,Rural,54301
Sofa,Wood,Average,5,33596,Nilkamal,Rural,20258
Wardrobe,Metal,Excellent,0,57004,Nilkamal,Semi-Urban,31121
Sofa,Wood,Average,4,58611,Local,Urban,56574
Wardrobe,Plastic,Poor,13,89777,Godrej,Semi-Urban,47583
Cabinet,Wood,Excellent,7,65540,Nilkamal,Urban,31280
Desk,Glass,Excellent,5,76274,IKEA,Urban,62452
Bed,Wood,Average,11,72308,Urban Ladder,Rural,57506
Table,Wood,Good,0,59887,Godrej,Semi-Urban,63035
Table,Wood,Average,14,15365,Nilkamal,Semi-Urban,8763
Table,Wood,Poor,14,79334,Local,Rural,42330
Desk,Glass,Good,4,42855,Nilkamal,Semi-Urban,30961
Wardrobe,Fabric,Average,12,67137,IKEA,Urban,13324
Cabinet,Wood,Average,10,18775,Nilkamal,Urban,9185
Table,Plastic,Good,11,70520,Godrej,Urban,20878
Sofa,Glass,Good,4,41022,Local,Rural,41334
Table,Fabric,Good,11,68886,Local,Semi-Urban,60525
Desk,Wood,Average,2,69448,IKEA,Urban,54233
Cabinet,Fabric,Good,7,40213,Godrej,Rural,26599
Bed,Plastic,Good,14,61648,IKEA,Urban,24302
Cabinet,Glass,Good,8,13715,IKEA,Urban,16390
Sofa,Glass,Excellent,5,36059,IKEA,Semi-Urban,59308
Table,Fabric,Poor,5,59902,Nilkamal,Rural,46654
Table,Wood,Good,1,84314,Urban Ladder,Urban,43114
Chair,Metal,Poor,9,18223,Nilkamal,Urban,42912
Wardrobe,Glass,Good,1,36235,Godrej,Rural,34559
Sofa,Metal,Good,5,71813,IKEA,Rural,21552
Chair,Glass,Excellent,11,57513,IKEA,Semi-Urban,15806
Cabinet,Wood,Excellent,7,17641,Urban Ladder,Urban,16009
Bed,Wood,Good,1,57455,Local,Semi-Urban,42710
Wardrobe,Glass,Good,8,55727,IKEA,Urban,69704
Sofa,Fabric,Good,12,14391,Nilkamal,Semi-Urban,37552
Table,Wood,Poor,11,23709,IKEA,Urban,66741
Cabinet,Wood,Good,13,36832,Godrej,Rural,42803
Sofa,Plastic,Poor,8,40656,Urban Ladder,Semi-Urban,17553
Table,Wood,Excellent,14,14655,Local,Rural,5425
Wardrobe,Plastic,Poor,13,16111,Godrej,Urban,66048
Table,Wood,Good,3,29269,Nilkamal,Rural,8646
Bed,Wood,Excellent,3,65275,Godrej,Semi-Urban,56433
Cabinet,Fabric,Average,3,67532,IKEA,Semi-Urban,7113
Desk,Fabric,Excellent,10,21778,Urban Ladder,Rural,23100
Table,Wood,Average,4,49418,IKEA,Urban,32563
Bed,Glass,Poor,7,68539,Urban Ladder,Semi-Urban,6462
Desk,Glass,Excellent,1,65660,Nilkamal,Urban,17969
Cabinet,Wood,Excellent,10,41708,Godrej,Semi-Urban,18924
Wardrobe,Glass,Excellent,4,61865,Urban Ladder,Urban,3791
Wardrobe,Wood,Poor,13,54129,Godrej,Urban,56569
Cabinet,Fabric,Good,1,45434,Urban Ladder,Rural,25269
Cabinet,Metal,Poor,14,77858,IKEA,Urban,3432
Sofa,Plastic,Excellent,10,28977,Urban Ladder,Semi-Urban,40417
Bed,Glass,Good,10,62319,Urban Ladder,Rural,18264
Bed,Glass,Excellent,7,81759,Local,Semi-Urban,53958
Cabinet,Fabric,Excellent,0,82702,Nilkamal,Rural,2583
Chair,Glass,Average,14,86670,IKEA,Rural,59814
Chair,Wood,Excellent,6,77872,IKEA,Urban,66539
Desk,Wood,Poor,2,29214,Godrej,Urban,24623
Desk,Metal,Poor,3,44108,Urban Ladder,Semi-Urban,21102
Chair,Metal,Poor,13,34667,Urban Ladder,Semi-Urban,22436
Cabinet,Metal,Good,14,23631,Urban Ladder,Urban,17877
Cabinet,Wood,Average,7,35421,IKEA,Semi-Urban,68842
Desk,Metal,Average,2,25419,Local,Semi-Urban,61488
Table,Metal,Excellent,11,46313,Godrej,Urban,66016
Cabinet,Wood,Excellent,12,70579,Urban Ladder,Rural,41934
Chair,Fabric,Average,12,4702,Local,Urban,27604
Bed,Glass,Good,6,41715,Nilkamal,Semi-Urban,55297
Cabinet,Plastic,Poor,11,46889,IKEA,Rural,13019
Cabinet,Wood,Excellent,0,15762,Nilkamal,Urban,20623
Table,Wood,Average,8,37155,IKEA,Rural,53610
Desk,Plastic,Good,12,16382,Godrej,Semi-Urban,43341
Cabinet,Plastic,Poor,5,32852,Nilkamal,Rural,26735
Wardrobe,Metal,Excellent,2,51843,Godrej,Semi-Urban,51648
Sofa,Plastic,Poor,6,57978,Godrej,Urban,35238
Chair,Glass,Poor,14,35130,Godrej,Rural,35808
Wardrobe,Glass,Average,12,13188,Nilkamal,Rural,33105
Desk,Glass,Average,4,31268,Nilkamal,Rural,28893
Bed,Glass,Poor,7,50898,Nilkamal,Semi-Urban,43729
Sofa,Glass,Poor,7,49618,Urban Ladder,Urban,36463
Wardrobe,Metal,Excellent,11,28826,Godrej,Urban,33776
Sofa,Wood,Good,8,34995,Urban Ladder,Semi-Urban,26894
Chair,Plastic,Good,5,7462,IKEA,Rural,12749
Desk,Wood,Poor,3,37804,Nilkamal,Semi-Urban,35036
Cabinet,Plastic,Average,12,26173,Local,Semi-Urban,36213
Bed,Metal,Good,1,52689,IKEA,Urban,58811
Desk,Metal,Poor,2,62496,Godrej,Semi-Urban,53476
Sofa,Fabric,Average,4,11982,Godrej,Rural,49795
Wardrobe,Fabric,Excellent,7,75399,Urban Ladder,Semi-Urban,22512
Chair,Metal,Good,11,21332,Nilkamal,Semi-Urban,61995
Chair,Metal,Excellent,9,82525,Nilkamal,Semi-Urban,14848
Desk,Plastic,Average,1,24488,IKEA,Rural,19510
Cabinet,Metal,Poor,4,89063,IKEA,Semi-Urban,43810
Wardrobe,Wood,Excellent,13,81483,IKEA,Urban,25203
Cabinet,Plastic,Poor,8,47209,Local,Semi-Urban,49809
Cabinet,Metal,Good,1,22232,Local,Semi-Urban,55215
Wardrobe,Plastic,Excellent,14,56685,Godrej,Urban,47177
Sofa,Plastic,Good,7,19545,Godrej,Urban,11587
Desk,Glass,Good,2,80640,Godrej,Urban,24183
Desk,Fabric,Good,7,60847,Nilkamal,Urban,57055
Table,Plastic,Good,3,16347,Godrej,Urban,57191
Desk,Plastic,Good,3,5634,Urban Ladder,Urban,56350
Chair,Glass,Average,11,8101,IKEA,Rural,16768
Sofa,Metal,Excellent,6,28970,Nilkamal,Semi-Urban,30583
Wardrobe,Plastic,Poor,4,20893,Local,Rural,8704
Desk,Glass,Poor,3,21703,IKEA,Rural,25275
Sofa,Wood,Average,6,25489,Godrej,Urban,48970
Desk,Glass,Poor,11,61098,Local,Semi-Urban,39257
Wardrobe,Fabric,Poor,2,39767,Local,Rural,53261
Bed,Fabric,Poor,14,63186,Local,Semi-Urban,61428
Wardrobe,Metal,Excellent,8,84912,IKEA,Semi-Urban,33781
Wardrobe,Metal,Poor,13,22733,Nilkamal,Urban,65559
Wardrobe,Fabric,Excellent,12,79942,IKEA,Semi-Urban,55329
Desk,Fabric,Poor,4,33659,Urban Ladder,Rural,5508
Table,Plastic,Poor,11,52543,Godrej,Rural,35663
Wardrobe,Fabric,Excellent,2,10951,Nilkamal,Urban,27213
Chair,Metal,Average,1,67417,Nilkamal,Rural,38640
Chair,Fabric,Poor,6,87693,Godrej,Urban,41033
Sofa,Metal,Good,11,37006,Urban Ladder,Rural,16931
Table,Wood,Good,6,58864,Local,Rural,37748
Sofa,Fabric,Average,11,3740,Godrej,Urban,56780
Chair,Metal,Good,12,80860,Local,Semi-Urban,54253
Cabinet,Glass,Excellent,4,34099,Godrej,Urban,18923
Chair,Plastic,Poor,3,12727,IKEA,Semi-Urban,2106
Bed,Metal,Poor,12,68904,Urban Ladder,Semi-Urban,11832
Wardrobe,Fabric,Poor,10,29533,Urban Ladder,Urban,33321
Cabinet,Fabric,Poor,1,33408,Godrej,Urban,26733
Chair,Wood,Good,1,68305,Urban Ladder,Urban,64672
Desk,Glass,Good,6,18038,Local,Semi-Urban,65643
Desk,Metal,Good,9,53799,Urban Ladder,Semi-Urban,34723
Sofa,Glass,Excellent,6,78759,Urban Ladder,Semi-Urban,28113
Cabinet,Wood,Good,3,52061,Urban Ladder,Semi-Urban,67958
Sofa,Plastic,Good,13,29254,Nilkamal,Urban,66956
Wardrobe,Glass,Poor,3,29722,Godrej,Urban,55972
Wardrobe,Wood,Good,3,22208,IKEA,Semi-Urban,34390
Bed,Metal,Average,10,63640,IKEA,Rural,44685
Table,Plastic,Average,1,89090,Nilkamal,Urban,23011
Sofa,Fabric,Poor,12,58061,Nilkamal,Rural,42461
Wardrobe,Wood,Good,12,23165,IKEA,Rural,48179
Sofa,Fabric,Average,8,22512,Local,Rural,68101
Wardrobe,Plastic,Average,0,78000,IKEA,Semi-Urban,52033
Chair,Wood,Excellent,14,4979,IKEA,Urban,69654
Sofa,Wood,Poor,7,9612,Godrej,Rural,69132
Chair,Plastic,Average,5,29763,IKEA,Semi-Urban,35219
Sofa,Metal,Average,14,9022,IKEA,Urban,51403
Table,Wood,Poor,12,62750,Urban Ladder,Semi-Urban,58617
Bed,Plastic,Good,9,78304,Nilkamal,Urban,57847
Desk,Glass,Poor,6,31055,IKEA,Urban,52792
Desk,Fabric,Excellent,11,63889,IKEA,Semi-Urban,20622
Desk,Wood,Excellent,4,76368,Local,Rural,15295
Chair,Glass,Excellent,5,20639,IKEA,Urban,23311
Cabinet,Wood,Average,5,64032,Godrej,Urban,36219
Wardrobe,Metal,Good,12,3299,Local,Rural,14087
Desk,Plastic,Excellent,8,87962,IKEA,Urban,40287
Table,Wood,Poor,9,86200,Godrej,Rural,17213
Desk,Plastic,Excellent,12,16028,Nilkamal,Urban,10475
Sofa,Wood,Average,3,28437,IKEA,Rural,8458
Chair,Metal,Excellent,11,7589,Nilkamal,Urban,8147
Cabinet,Metal,Good,10,76669,IKEA,Urban,52828
Sofa,Glass,Excellent,11,65645,Local,Urban,15476
Cabinet,Metal,Good,12,62917,Local,Rural,17179
Sofa,Plastic,Good,4,83995,Godrej,Urban,55302
Sofa,Metal,Poor,3,22168,Urban Ladder,Semi-Urban,33001
Bed,Wood,Good,0,66845,Godrej,Semi-Urban,51595
Bed,Metal,Average,9,75934,IKEA,Semi-Urban,10783
Wardrobe,Plastic,Average,5,26092,Nilkamal,Urban,36011
Chair,Wood,Good,4,15377,Nilkamal,Rural,31912
Table,Glass,Good,3,77839,IKEA,Rural,35948
Table,Glass,Excellent,5,49635,Urban Ladder,Urban,38287
Table,Glass,Excellent,11,58402,Urban Ladder,Semi-Urban,43978
Sofa,Wood,Poor,4,83801,Urban Ladder,Rural,61420
Bed,Glass,Excellent,2,85433,IKEA,Urban,60259
Chair,Metal,Average,1,11312,Local,Rural,41042
Sofa,Wood,Excellent,12,87767,Local,Semi-Urban,6816
Cabinet,Wood,Poor,5,65263,IKEA,Semi-Urban,23358
Bed,Wood,Poor,3,36885,Local,Rural,41649
Bed,Fabric,Good,10,60848,Urban Ladder,Urban,58027
Desk,Plastic,Poor,14,66494,Local,Urban,20900
Desk,Fabric,Good,12,46951,IKEA,Rural,41343
Chair,Fabric,Average,9,43629,Local,Semi-Urban,4580
Cabinet,Fabric,Average,2,38006,Local,Urban,38505
Chair,Plastic,Excellent,13,82567,Local,Rural,46315
Chair,Fabric,Poor,7,70969,Local,Rural,38020
Sofa,Glass,Average,11,28378,IKEA,Semi-Urban,54135
Wardrobe,Wood,Good,8,26393,Godrej,Semi-Urban,12857
Chair,Wood,Poor,14,10166,Local,Urban,43825
Desk,Metal,Poor,6,70007,Godrej,Urban,42127
Wardrobe,Glass,Good,1,77554,IKEA,Urban,15733
Sofa,Plastic,Poor,7,32616,Nilkamal,Semi-Urban,16762
Wardrobe,Wood,Poor,10,33771,Godrej,Rural,3055
Table,Fabric,Average,12,20812,IKEA,Urban,48431
Cabinet,Metal,Good,12,57026,Nilkamal,Urban,65212
Wardrobe,Metal,Average,10,18029,Local,Urban,61060
Chair,Wood,Good,4,72842,IKEA,Rural,54842
Sofa,Glass,Excellent,14,16177,Urban Ladder,Urban,29082
Cabinet,Metal,Poor,14,72317,Nilkamal,Urban,54317
Chair,Wood,Poor,14,29601,Urban Ladder,Semi-Urban,36072
Cabinet,Glass,Average,10,21701,Local,Semi-Urban,49114
Desk,Wood,Poor,9,9688,Local,Semi-Urban,62241
Table,Wood,Poor,6,20390,Godrej,Rural,23562
Desk,Glass,Average,4,40879,Local,Semi-Urban,31177
Chair,Glass,Average,1,81221,Godrej,Urban,51719
Chair,Glass,Good,11,35492,Nilkamal,Urban,51953
Chair,Wood,Excellent,11,22671,Urban Ladder,Rural,31334
Bed,Metal,Average,11,52790,Nilkamal,Rural,25288
Table,Plastic,Good,3,77220,Urban Ladder,Urban,26341
Cabinet,Plastic,Average,12,30574,IKEA,Rural,68275
Chair,Wood,Good,10,74261,Nilkamal,Urban,50768
Chair,Wood,Excellent,4,14849,IKEA,Semi-Urban,45769
Cabinet,Metal,Good,5,54327,Urban Ladder,Urban,58075
Desk,Glass,Good,4,34171,Godrej,Rural,66855
Desk,Wood,Poor,9,35651,Nilkamal,Semi-Urban,36242
Chair,Fabric,Average,10,9581,Nilkamal,Urban,20365
Sofa,Glass,Good,14,67767,Godrej,Rural,54981
Bed,Wood,Average,0,56695,Godrej,Rural,41546
Desk,Fabric,Good,0,8221,Local,Semi-Urban,36144
Sofa,Metal,Poor,14,55900,Local,Urban,32583
Bed,Fabric,Poor,2,84663,Urban Ladder,Urban,18292
Chair,Wood,Excellent,8,8032,Nilkamal,Rural,66646
Table,Plastic,Good,10,42194,Godrej,Semi-Urban,43770
Wardrobe,Wood,Poor,1,39777,Godrej,Urban,48559
Wardrobe,Plastic,Average,9,83631,IKEA,Semi-Urban,28526
Chair,Metal,Good,4,24707,Local,Rural,48948
Desk,Metal,Good,8,33620,IKEA,Urban,20415
Sofa,Glass,Excellent,6,74843,Godrej,Rural,5708
Table,Glass,Average,10,38896,Nilkamal,Urban,31213
Cabinet,Plastic,Excellent,7,40069,Nilkamal,Rural,54908
Bed,Plastic,Good,1,74563,IKEA,Urban,6689
Chair,Metal,Excellent,4,62539,Local,Semi-Urban,59874
Table,Fabric,Good,8,85866,Urban Ladder,Urban,25921
Table,Plastic,Good,0,62337,Nilkamal,Urban,48171
Desk,Plastic,Excellent,0,71976,Urban Ladder,Rural,55805
Bed,Fabric,Excellent,9,4545,Local,Urban,67261
Table,Glass,Good,7,48612,IKEA,Urban,10170
Desk,Glass,Excellent,1,55659,Local,Urban,59066
Sofa,Plastic,Excellent,8,34480,Godrej,Rural,44175
Desk,Glass,Good,9,35797,Local,Urban,18192
Sofa,Glass,Average,8,31336,IKEA,Semi-Urban,41066
Sofa,Glass,Excellent,3,83300,IKEA,Semi-Urban,48047
Cabinet,Metal,Excellent,1,60872,Local,Rural,50325
Cabinet,Wood,Poor,2,68661,IKEA,Urban,47565
Table,Plastic,Average,9,40676,Godrej,Rural,59023
Desk,Plastic,Excellent,0,31432,Urban Ladder,Urban,67584
Cabinet,Metal,Good,2,9642,Local,Rural,67037
Sofa,Wood,Poor,4,55410,IKEA,Urban,18941
Cabinet,Wood,Poor,2,44613,Urban Ladder,Urban,15125
Bed,Metal,Poor,2,49416,Godrej,Rural,11965
Table,Fabric,Excellent,9,54413,Local,Rural,42020
Desk,Fabric,Good,5,43721,IKEA,Rural,45392
Desk,Wood,Poor,2,27866,Urban Ladder,Urban,7126
Wardrobe,Fabric,Average,2,79719,Godrej,Rural,52813
Desk,Fabric,Poor,14,63985,Nilkamal,Urban,44025
Table,Fabric,Poor,8,79305,IKEA,Semi-Urban,18478
Bed,Wood,Average,1,13931,Godrej,Semi-Urban,12459
Desk,Fabric,Poor,0,21077,Urban Ladder,Urban,60998
Wardrobe,Plastic,Poor,9,56796,Local,Urban,13461
Table,Wood,Average,7,28895,Urban Ladder,Rural,55923
Sofa,Metal,Excellent,12,71357,Local,Urban,28010
Chair,Fabric,Average,13,55814,Godrej,Urban,57979
Chair,Glass,Excellent,2,83290,Godrej,Semi-Urban,15910
Sofa,Wood,Excellent,6,51793,Urban Ladder,Rural,41093
Cabinet,Metal,Excellent,1,66848,Urban Ladder,Rural,13619
Desk,Plastic,Average,10,84754,Local,Urban,7982
Chair,Metal,Average,10,47189,IKEA,Rural,55572
Cabinet,Fabric,Excellent,11,57346,Urban Ladder,Semi-Urban,50561
Chair,Glass,Average,7,4395,IKEA,Semi-Urban,9255
Sofa,Fabric,Excellent,8,55119,IKEA,Semi-Urban,62175
Desk,Metal,Average,7,6961,IKEA,Urban,58858
Desk,Wood,Good,7,38382,Godrej,Urban,69160
Cabinet,Glass,Average,7,20928,Godrej,Semi-Urban,21669
Sofa,Glass,Average,13,15093,IKEA,Semi-Urban,59839
Cabinet,Metal,Average,6,83238,IKEA,Rural,20833
Desk,Fabric,Excellent,1,48457,Godrej,Rural,40486
Desk,Metal,Excellent,7,10986,Local,Rural,61569
Table,Glass,Good,4,29726,Nilkamal,Rural,16679
Cabinet,Metal,Good,5,81196,Urban Ladder,Semi-Urban,4398
Table,Glass,Poor,3,56585,IKEA,Rural,25325
Sofa,Fabric,Good,0,75570,Godrej,Semi-Urban,47167
Bed,Wood,Excellent,12,61400,IKEA,Semi-Urban,2745
Chair,Wood,Good,4,67619,IKEA,Urban,20209
Table,Metal,Good,2,16580,IKEA,Rural,58177
Chair,Glass,Average,8,86016,IKEA,Semi-Urban,36633
Wardrobe,Wood,Good,3,62225,Local,Urban,29189
Sofa,Glass,Poor,9,4204,Urban Ladder,Urban,21022
Bed,Fabric,Average,1,27331,Urban Ladder,Semi-Urban,33435
Wardrobe,Metal,Excellent,3,6583,Godrej,Semi-Urban,42602
Wardrobe,Glass,Poor,2,84792,Local,Rural,60793
Desk,Metal,Excellent,2,47099,Local,Rural,26229
Wardrobe,Glass,Poor,4,10539,Urban Ladder,Semi-Urban,53920
Sofa,Glass,Average,0,47379,Godrej,Semi-Urban,22357
Table,Fabric,Poor,4,59292,Local,Urban,65748
Sofa,Metal,Poor,7,11223,Godrej,Urban,58837
Table,Plastic,Good,14,78696,Urban Ladder,Urban,41048
Wardrobe,Glass,Excellent,14,87894,IKEA,Urban,14480
Wardrobe,Glass,Average,9,34339,Local,Urban,51438
Bed,Wood,Poor,11,67590,Godrej,Rural,67501
Table,Metal,Excellent,8,14522,IKEA,Urban,12211
Wardrobe,Plastic,Excellent,11,31014,Urban Ladder,Semi-Urban,34408
Desk,Fabric,Good,0,47082,Nilkamal,Rural,13331
Chair,Plastic,Excellent,13,76834,Local,Urban,3491
Bed,Fabric,Average,1,55945,Local,Urban,60114
Sofa,Plastic,Good,1,68737,Godrej,Urban,59013
Bed,Plastic,Poor,5,76492,Urban Ladder,Semi-Urban,69117
Chair,Metal,Average,0,10385,Urban Ladder,Urban,44792
Table,Wood,Average,10,67552,Local,Semi-Urban,39423
Sofa,Plastic,Average,0,74543,Local,Semi-Urban,45905
Sofa,Glass,Good,1,37562,Godrej,Urban,34532
Table,Glass,Excellent,14,69944,Godrej,Urban,25349
Cabinet,Glass,Average,11,3916,Nilkamal,Rural,25630
Cabinet,Wood,Excellent,12,68226,IKEA,Rural,58850
Bed,Plastic,Excellent,3,56583,Godrej,Rural,60283
Wardrobe,Fabric,Average,1,76314,IKEA,Semi-Urban,66283
Cabinet,Fabric,Excellent,3,74882,Local,Urban,23763
Bed,Metal,Good,2,38934,Nilkamal,Rural,66582
Cabinet,Wood,Good,2,19448,Nilkamal,Semi-Urban,32477
Chair,Plastic,Poor,14,56471,Nilkamal,Rural,35215
Desk,Glass,Excellent,8,39418,Urban Ladder,Rural,5281
Wardrobe,Wood,Excellent,7,17715,Local,Urban,4846
Bed,Wood,Poor,11,37783,Urban Ladder,Urban,65632
Desk,Plastic,Good,11,28897,Urban Ladder,Semi-Urban,15655
Desk,Metal,Poor,9,25698,Nilkamal,Urban,17836
Cabinet,Metal,Poor,8,44572,Urban Ladder,Rural,52462
Table,Metal,Poor,0,11843,Local,Semi-Urban,57861
Chair,Glass,Excellent,11,34551,Local,Semi-Urban,53364
Chair,Glass,Excellent,4,30442,Urban Ladder,Semi-Urban,61954
Chair,Plastic,Excellent,11,29696,Local,Semi-Urban,22088
Wardrobe,Metal,Excellent,11,7763,IKEA,Urban,3977
Sofa,Plastic,Average,3,30771,Urban Ladder,Rural,27520
Wardrobe,Metal,Poor,10,89029,Nilkamal,Urban,48151
Bed,Wood,Poor,13,8535,Nilkamal,Urban,36889
Desk,Fabric,Excellent,8,35519,Local,Semi-Urban,37849
Desk,Fabric,Good,13,15020,Local,Urban,7162
Sofa,Metal,Average,2,32745,Nilkamal,Urban,20985
Bed,Plastic,Average,4,33906,IKEA,Rural,69241
Sofa,Glass,Good,7,38896,Nilkamal,Semi-Urban,37707
Desk,Metal,Excellent,9,89786,Urban Ladder,Urban,2882
Cabinet,Metal,Average,14,14297,Nilkamal,Semi-Urban,26698
Wardrobe,Glass,Average,4,52689,Godrej,Rural,39790
Chair,Metal,Poor,8,60081,IKEA,Urban,58673
Desk,Wood,Poor,1,57183,IKEA,Rural,64891
Table,Glass,Excellent,5,62762,Nilkamal,Rural,65657
Chair,Wood,Excellent,4,66573,Godrej,Semi-Urban,67169
Desk,Fabric,Poor,8,29783,Urban Ladder,Semi-Urban,7296
Wardrobe,Glass,Poor,6,84793,Nilkamal,Semi-Urban,28714
Sofa,Glass,Poor,7,49791,Urban Ladder,Urban,13993
Cabinet,Plastic,Good,6,33086,Godrej,Semi-Urban,42967
Cabinet,Plastic,Average,12,86957,Nilkamal,Urban,67565
Chair,Glass,Excellent,9,44922,Nilkamal,Rural,36506
Wardrobe,Fabric,Excellent,9,4243,Urban Ladder,Semi-Urban,29332
Cabinet,Metal,Good,4,59269,Nilkamal,Rural,67441
Cabinet,Plastic,Poor,10,45829,Godrej,Semi-Urban,5683
Bed,Fabric,Average,12,55282,Nilkamal,Rural,38970
Table,Fabric,Poor,13,24863,Local,Urban,7052
Chair,Plastic,Excellent,4,35337,Godrej,Rural,9752
Sofa,Metal,Good,12,27688,IKEA,Urban,14889
Cabinet,Plastic,Average,10,10974,Urban Ladder,Semi-Urban,23324
Bed,Fabric,Average,3,12491,Godrej,Semi-Urban,16719
Wardrobe,Wood,Average,1,5304,IKEA,Semi-Urban,12411
Cabinet,Plastic,Average,13,32000,IKEA,Urban,4610
Table,Fabric,Good,8,14498,Godrej,Semi-Urban,53986
Sofa,Plastic,Excellent,9,80874,IKEA,Urban,2521
Wardrobe,Fabric,Average,9,6814,IKEA,Urban,44903
Wardrobe,Metal,Average,11,32925,Local,Rural,63468
Chair,Fabric,Excellent,9,64224,Nilkamal,Semi-Urban,40745
Cabinet,Glass,Poor,9,81045,Local,Rural,2715
Chair,Wood,Average,2,40806,Nilkamal,Urban,14129
Sofa,Fabric,Average,10,51793,IKEA,Rural,37653
Cabinet,Plastic,Poor,10,16365,Nilkamal,Semi-Urban,24045
Desk,Plastic,Excellent,2,39549,Local,Urban,16328
Cabinet,Fabric,Excellent,2,37726,Urban Ladder,Rural,24839
Desk,Glass,Average,7,53448,Urban Ladder,Semi-Urban,40681
Wardrobe,Fabric,Excellent,5,42109,Nilkamal,Semi-Urban,47554
Chair,Metal,Poor,0,66615,Urban Ladder,Rural,45019
Table,Glass,Good,11,12224,Godrej,Urban,36716
Cabinet,Fabric,Poor,12,73618,Urban Ladder,Semi-Urban,52394
Table,Wood,Poor,14,89242,Nilkamal,Urban,2831
Cabinet,Glass,Good,13,62949,IKEA,Semi-Urban,10741
Wardrobe,Fabric,Poor,2,43069,Local,Urban,18344
Chair,Wood,Average,3,50043,Urban Ladder,Urban,49778
Sofa,Fabric,Average,12,83911,Nilkamal,Semi-Urban,43523
Sofa,Metal,Excellent,1,33934,Local,Rural,63711
Sofa,Plastic,Excellent,5,32526,Godrej,Rural,53820
Cabinet,Fabric,Poor,9,22612,IKEA,Rural,9858
Cabinet,Glass,Average,11,86395,Local,Urban,58434
Table,Fabric,Average,0,38175,Local,Rural,54401
Chair,Fabric,Good,0,46927,Nilkamal,Rural,19437
Cabinet,Fabric,Excellent,7,25073,Godrej,Semi-Urban,25668
Chair,Fabric,Average,3,89257,Urban Ladder,Urban,39569
Table,Glass,Poor,14,9572,Godrej,Rural,3961
Cabinet,Glass,Average,14,6950,IKEA,Semi-Urban,36806
Sofa,Fabric,Excellent,0,87578,Urban Ladder,Urban,50346
Sofa,Plastic,Poor,6,58301,Godrej,Semi-Urban,15380
Wardrobe,Fabric,Excellent,8,13006,IKEA,Rural,36024
Desk,Glass,Average,9,43253,Local,Urban,41164
Bed,Metal,Average,6,88203,Local,Urban,20615
Desk,Fabric,Average,0,86216,Local,Rural,63184
Cabinet,Fabric,Excellent,0,30731,Local,Semi-Urban,36216
Chair,Fabric,Poor,11,37415,Urban Ladder,Urban,50485
Cabinet,Fabric,Average,0,50813,Local,Urban,46591
